bibtex_id,title,decision,justification,model_name,prompt_version,execution_date,processing_time_seconds
rayyan-471934062,Digital Proxy of a Bio-Reactor (DIYBOT) combines sensor data and data analytics to improve greywater treatment and wastewater management systems,exclude,"IC1 not satisfied: The abstract does not explicitly frame the system as a Digital Twin; it describes a 'Digital Proxy' and does not present Digital Twin as a central concept. IC2 not satisfied: There is no explicit discussion of explainability, interpretability, transparency, or XAI mechanisms. IC3 is satisfied: it explicitly mentions human-in-the-loop corrective management actions. Because IC1 and IC2 are not explicitly met, the article is excluded in this high-precision phase.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-10T19:02:56.278453,14.204163074493408
rayyan-471934067,"Learn, detect, and grasp objects in real-world settings",exclude,"IC1 not met: The abstract frames the paper as an overview of learning, detection, and grasping, with Digital Twin used only to verify object poses, not as a central architecture or system. IC2 not met: Although trust/explainability is mentioned as a motivation, the abstract does not explicitly propose, implement, evaluate, or formally discuss any explainability/interpretability mechanisms within the Digital Twin context. IC3 not met: No explicit human roles or human-in/on-the-loop mechanisms are described. Additionally, EC3 applies: the abstract states it ""gives an overview"" and ""summarise[s] recent results,"" indicating a secondary study/survey.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-10T19:03:07.292422,11.01193618774414
rayyan-471934070,Real-time discrete event simulation: a framework for an intelligent expert system approach utilising decision trees,exclude,"IC1 not satisfied: the abstract/metadata do not explicitly mention Digital Twins nor present DT as a central concept; the focus is on real-time discrete event simulation and optimization. IC2 not satisfied in the DT context: while regression/decision trees are used to aid understanding (an explainability element), this is not framed within a Digital Twin. IC3 is only partially addressed (mentions assisting stakeholders/decision making) but does not compensate for the lack of explicit DT context. Therefore, per EC1 (clearly unrelated to Digital Twins in the abstract) and the strict requirement for explicit DT framing, the article is excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-10T19:03:25.925762,18.631308794021606
rayyan-471934072,"Model-Based Feature Information Network (MFIN): A Digital Twin Framework to Integrate Location-Specific Material Behavior Within Component Design, Manufacturing, and Performance Analysis",exclude,"IC1 is satisfied: the work presents MFIN as a Digital Twin framework and explicitly aims to enable a digital twin description (title and abstract). However, IC2 is not satisfied: the abstract does not explicitly propose, implement, evaluate, or formally discuss explainability, interpretability, transparency, or XAI mechanisms within the Digital Twin context. IC3 is also not satisfied: there is no explicit definition of human roles or incorporation of human-in-the-loop/on-the-loop or human-centered interaction mechanisms. Given the absence of explicit XAI and human interaction elements in the abstract, the article fails the strict inclusion criteria.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-10T19:03:38.797818,12.872055768966675
rayyan-471934075,An Agent-Based Digital Twin for Exploring Localized Non-pharmaceutical Interventions to Control COVID-19 Pandemic,exclude,"IC1 is satisfied: the work explicitly develops an agent-based simulation model that serves as a digital twin of a city. However, IC2 is not satisfied: the abstract does not explicitly propose, implement, evaluate, or discuss any explainability, interpretability, transparency, or XAI mechanisms within the digital twin context. IC3 is also not satisfied: there is no explicit definition of human roles (e.g., operator, decision-maker) or human-in-the-loop/on-the-loop mechanisms; references to trade-offs and policy implications do not constitute explicit human interaction mechanisms. Therefore, per the strict Phase 2 criteria, the article should be excluded. This also aligns with EC2, as the focus is on predictive/simulation scenarios without reference to explainability or explicit human interaction aspects.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-10T19:03:50.369056,11.569199800491333
rayyan-471934077,Molecular function recognition by supervised projection pursuit machine learning,exclude,"IC1 not explicitly satisfied: The abstract mentions pairing experiments with ""digital twin molecular dynamics simulations"" but the central focus is a projection pursuit recurrent neural network for molecular function recognition; no Digital Twin architecture/system is described as a central concept. IC2 not satisfied: There is no explicit proposal or evaluation of explainability/interpretability/XAI mechanisms within a Digital Twin context; mentions of feature extraction and identifying mechanisms are general ML aspects and not framed as XAI for DTs. IC3 not satisfied: No explicit human roles or human-in-the-loop/on-the-loop interactions are described. Given missing IC1–IC3 in the abstract/metadata, the article should be excluded in this high-precision phase.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-10T19:04:09.235567,18.86311435699463
rayyan-471934087,Cyber-Physical Loops as Drivers of Value Creation in NDE 4.0,exclude,"IC1 not satisfied: Digital Twin is only mentioned as a component within a broader 'cyber-physical loop' concept and no DT-centric architecture/system is proposed. IC2 not satisfied: the abstract contains no explicit discussion of explainability, interpretability, transparency, or XAI mechanisms in a Digital Twin context. IC3 not fully satisfied: while stakeholders are listed, there is no explicit definition of human roles within the system or human-in/on-the-loop mechanisms. Additionally, the paper is described as an overview of the ecosystem and value streams, reinforcing the lack of a DT-centered system with explicit XAI and human-in-the-loop elements.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-10T19:04:23.834968,14.593550682067871
rayyan-471934096,Corporate digital responsibility (CDR) in construction engineering—ethical guidelines for the application of digital transformation and artificial intelligence (AI) in user practice,exclude,"IC1 not satisfied: Digital twins are only mentioned as an example (“for instance digital twins”); the central focus is corporate digital responsibility (CDR) and ethical guidelines for AI/digitization in construction. IC2 not satisfied: While ethics-by-design, trustworthy AI, and human-friendly use are mentioned, there is no explicit proposal or discussion of explainability/interpretability/transparency mechanisms within a Digital Twin context. IC3 not satisfied: The abstract does not explicitly define human roles or incorporate human-in-the-loop/on-the-loop mechanisms within a Digital Twin system. Hence, required criteria are not explicitly met.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-10T19:04:37.455185,13.617703914642334
rayyan-471934097,Process-oriented unstable state monitoring and strategy recommendation for burr suppression of weak rigid drilling system driven by digital twin,exclude,"IC1 is satisfied: the work is explicitly 'driven by the digital twin' and describes mapping and monitoring within a digital twin system. However, IC2 is not satisfied: the abstract does not explicitly mention explainability, interpretability, transparency, or any XAI mechanisms; it only describes use of HMM and a genetic algorithm for monitoring and strategy recommendation. IC3 is not satisfied: there is no explicit definition of human roles or human-in-the-loop/on-the-loop interaction; 'feedback strategies are recommended' does not specify human involvement. Therefore, per EC2, the article focuses on DT-based monitoring/optimization without explicit explainability or human aspects, and should be excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-10T19:04:47.126653,9.667467594146729
rayyan-471934098,Product design lifecycle information model (PDLIM),exclude,"IC1 not met: Digital Twin is only mentioned as having potential to support lifecycle information management; it is not a central element of the proposed PDLIM. IC2 not met: No explicit discuss, propose, implement, or evaluate explainability/interpretability/transparency mechanisms, especially not within a Digital Twin context; ORM is used for formal modeling, not XAI. IC3 ambiguously addressed: while human-centered design, crowdsourcing, and interaction scenarios are mentioned, no explicit human roles or human-in/on-the-loop mechanisms are defined as part of a DT system. Given missing IC1 and IC2, the article fails strict inclusion criteria.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-10T19:05:01.180220,14.05153775215149
