bibtex_id,title,decision,justification,model_name,prompt_version,execution_date,processing_time_seconds
rayyan-471934058,Multiscale Modeling Meets Machine Learning: What Can We Learn?,exclude,"The article is a review (secondary study) and does not discuss Digital Twins; it focuses on machine learning and multiscale modeling in biomedical sciences without DT or explainability/human aspects in a DT context (EC1, EC3).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:54:15.509730,5.567820310592651
rayyan-471934059,"Core, intertwined, and ecosystem-specific clusters in platform ecosystems: analyzing similarities in the digital transformation of the automotive, blockchain, financial, insurance and IIoT industry",exclude,EC1: The abstract does not mention or discuss Digital Twins; it focuses on platform ecosystems and cluster analysis across industries. There is also no indication of explainability or human interaction aspects.,gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:54:22.437303,6.92515230178833
rayyan-471934060,Hardware in the loop simulation for product driven control of a cyber-physical manufacturing system,exclude,"The article focuses on CPS, product-driven control, and hardware-in-the-loop validation without mentioning Digital Twins or any explainability/ human-interaction aspects. It fails IC1 and IC2, thus excluded per EC1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:54:32.571360,10.131006717681885
rayyan-471934061,Semantics for linking data from 4D BIM to digital collaborative support,exclude,"Fails IC1: the abstract focuses on 4D BIM and collaborative ontology without discussing Digital Twins. Although human interaction aspects are present, EC1 applies as the article appears unrelated to Digital Twins.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:54:40.886929,8.312519311904907
rayyan-471934062,Digital Proxy of a Bio-Reactor (DIYBOT) combines sensor data and data analytics to improve greywater treatment and wastewater management systems,maybe,"The study presents DIYBOT as a “digital proxy” for a bioreactor enabling remote monitoring and decision support, which may be akin to a Digital Twin but is not explicitly labeled as such (IC1 uncertain). It does address human interaction by aiming to reduce human-in-the-loop corrective actions, satisfying the human-centered aspect (IC2). Given the ambiguity on Digital Twin terminology, include as maybe for Phase 1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:54:50.479889,9.589905261993408
rayyan-471934063,"Framework for developing alternative reality environments to engineer large, complex systems",maybe,"Digital Twins are not explicitly mentioned, so IC1 is unclear. However, the article presents an XR framework for engineering large, complex systems with strong human sensory/interaction aspects, which could plausibly intersect with Digital Twin visualization/interaction. Given Phase 1’s broad screening and emphasis on sensitivity, this warrants a 'maybe' pending confirmation of Digital Twin relevance.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:54:59.621048,9.137367486953735
rayyan-471934064,What is at the Root of Construction 4.0: A Systematic Review of the Recent Research Effort,exclude,"The paper is a systematic review (secondary study) on Construction 4.0, which is excluded by EC3. Additionally, the abstract does not clearly indicate Digital Twins or explainability/human-interaction aspects as central topics (IC1/IC2 not met).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:55:12.513963,12.889872550964355
rayyan-471934065,Opportunities in intelligent modeling assistance,exclude,"The article focuses on intelligent modeling assistants and a reference framework for modeling tools, with no mention of Digital Twins. It fails IC1 and is clearly unrelated to Digital Twins (EC1).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:55:17.557525,5.040524482727051
rayyan-471934066,Moral control and ownership in AI systems,exclude,"The article focuses on AI ethics and moral agency without addressing Digital Twins, failing IC1; thus it is unrelated to Digital Twins (EC1).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:55:23.678350,6.117754936218262
rayyan-471934067,"Learn, detect, and grasp objects in real-world settings",include,"Digital Twins are used to verify object poses (relevant to the approach), and the abstract explicitly mentions the need for robots to explain their actions for trust, satisfying explainability-related aspects. Thus IC1 and IC2 are met. It is a journal article, not clearly a secondary study.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:55:38.272156,14.590774536132812
rayyan-471934068,Simple machine learning allied with data-driven methods for monitoring tool wear in machining processes,exclude,The study focuses on machine learning for tool wear monitoring and does not discuss Digital Twins (fails IC1; EC1 applies). It also lacks explainability or human interaction aspects (EC2).,gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:55:44.752485,6.478327035903931
rayyan-471934069,Using large-scale augmented floor surfaces for industrial applications and evaluation on perceived sizes,exclude,"Fails IC1: the article focuses on large-scale augmented floor displays and human size perception for industrial planning without discussing Digital Twins. Although human interaction is studied, it is not in the context of Digital Twins. Therefore, it is unrelated to Digital Twins (EC1).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:55:51.035260,6.279740333557129
rayyan-471934070,Real-time discrete event simulation: a framework for an intelligent expert system approach utilising decision trees,maybe,"Digital Twin is not explicitly mentioned, but the framework uses real-time sensor-driven DES and interpretable decision trees to assist stakeholders, suggesting a plausible DT context with explainability/human interaction. Relevance is plausible but unclear, so mark as maybe for Phase 1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:56:08.676632,17.638341665267944
rayyan-471934071,Field-synchronized Digital Twin framework for production scheduling with uncertainty,exclude,"Digital Twin is central, but the article focuses on scheduling optimization and simulation (EPHM failure prediction) without any mention of explainability, transparency, or human interaction aspects. Fails IC2 and meets EC2.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:56:17.646738,8.96706247329712
rayyan-471934072,"Model-Based Feature Information Network (MFIN): A Digital Twin Framework to Integrate Location-Specific Material Behavior Within Component Design, Manufacturing, and Performance Analysis",maybe,"Digital Twin is central (a Digital Twin framework is proposed), but the abstract does not clearly mention explainability, interpretability, transparency, XAI, or human interaction aspects. Given the broad Phase 1 criteria and potential implicit links via contextual metadata and information flow, mark as maybe rather than exclude.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:56:25.118520,7.468746185302734
rayyan-471934073,Pitfalls and protocols of data science in manufacturing practice,exclude,"The abstract focuses on data science frameworks for manufacturing and does not mention Digital Twins, failing IC1 and meeting EC1. It also lacks explicit explainability or human-centered aspects.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:56:29.834743,4.715205669403076
rayyan-471934074,A multilayer multimodal detection and prediction model based on explainable artificial intelligence for Alzheimer’s disease,exclude,"The study focuses on explainable AI for Alzheimer’s diagnosis and progression without discussing Digital Twins, failing IC1 and meeting EC1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:56:33.425545,3.587758779525757
rayyan-471934075,An Agent-Based Digital Twin for Exploring Localized Non-pharmaceutical Interventions to Control COVID-19 Pandemic,include,"The article presents a city-scale agent-based Digital Twin as a central element and uses it to explore what-if intervention scenarios and trade-offs involving public health, citizen comfort, and economy, indicating human-centered aspects alongside the Digital Twin.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:56:46.400956,12.972416400909424
rayyan-471934076,"Artificial intelligence, cyber-threats and Industry 4.0: challenges and opportunities",exclude,"The article is a survey (secondary study), which is excluded by EC3, and the abstract does not indicate Digital Twins as a relevant or central concept (violating IC1/EC1).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T15:56:54.982785,8.579821348190308
