bibtex_id,title,decision,justification,model_name,prompt_version,execution_date,processing_time_seconds
rayyan-471934058,Multiscale Modeling Meets Machine Learning: What Can We Learn?,exclude,"The article is a review on combining machine learning and multiscale modeling in biomedical sciences and does not mention or focus on Digital Twins (violates IC1). It is also a secondary study (review), which is excluded by EC3. No clear explainability or human-centered aspects in the context of Digital Twins are present.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:04:41.150256,6.773585000000000
rayyan-471934059,"Core, intertwined, and ecosystem-specific clusters in platform ecosystems: analyzing similarities in the digital transformation of the automotive, blockchain, financial, insurance and IIoT industry",exclude,"The article analyzes platform ecosystems across industries and does not mention or discuss Digital Twins as a relevant or central concept. It also lacks any reference to explainability, transparency, or human-centered interaction in the context of Digital Twins. Therefore, it clearly violates EC1 (unrelated to Digital Twins) and fails IC1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:04:45.763013,4.6107800000000001
rayyan-471934060,Hardware in the loop simulation for product driven control of a cyber-physical manufacturing system,exclude,"Fails IC1: the abstract focuses on CPS, distributed/product-driven control, and hardware-in-the-loop simulation with no mention of Digital Twins. It also does not reference explainability, transparency, or human interaction aspects. Therefore, it clearly falls outside the Phase 1 scope (EC1).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:04:53.083358,7.319313000000000
rayyan-471934061,Semantics for linking data from 4D BIM to digital collaborative support,exclude,"The article focuses on 4D BIM ontology for collaborative sessions and social context, with no mention or discussion of Digital Twins. While human-centered aspects are present, IC1 (Digital Twin relevance) is not met; thus it clearly violates EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:05:02.917289,9.831897000000000
rayyan-471934062,Digital Proxy of a Bio-Reactor (DIYBOT) combines sensor data and data analytics to improve greywater treatment and wastewater management systems,maybe,"The study introduces DIYBOT as a digital proxy of a bioreactor using real-time sensor data and analytics for system monitoring and management, which is potentially aligned with Digital Twin concepts. It also addresses human aspects by aiming to reduce human-in-the-loop corrective actions. However, the term 'Digital Twin' is not explicitly used and explainability/interpretability is not clearly discussed, so it is potentially relevant but uncertain.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:05:10.107411,7.190121000000000
rayyan-471934063,"Framework for developing alternative reality environments to engineer large, complex systems",exclude,"Fails IC1: the abstract focuses on XR/virtual reality frameworks and human sensory/interaction for engineering design, with no mention of Digital Twins. Therefore, it is clearly unrelated to Digital Twins (EC1), despite human-centered aspects.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:05:17.153966,7.0455360000000002
rayyan-471934064,What is at the Root of Construction 4.0: A Systematic Review of the Recent Research Effort,exclude,"EC3: The article is a systematic literature review (secondary study). Additionally, the abstract does not mention Digital Twins or explainability/human-centered aspects (EC1 for DT relevance), so it does not meet IC1–IC2.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:05:21.812533,4.656544000000000
rayyan-471934065,Opportunities in intelligent modeling assistance,exclude,"Fails IC1: The article focuses on intelligent modeling assistants and a reference framework for modeling tools, with no indication that Digital Twins are discussed. Therefore, it is clearly unrelated to Digital Twins (EC1).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:05:28.174114,6.360584000000000
rayyan-471934066,Moral control and ownership in AI systems,exclude,"The article focuses on moral agency and ethics in AI systems broadly and does not mention or relate to Digital Twins. It therefore fails IC1 and is clearly unrelated to Digital Twins (EC1), despite covering human/moral control aspects.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:05:32.589219,4.413077000000000
rayyan-471934067,"Learn, detect, and grasp objects in real-world settings",include,"Digital Twin is explicitly used to verify object poses via physics simulation (IC1). The abstract discusses the need for robots to explain their actions for trust, indicating explainability/human-centered aspects (IC2). No clear exclusion criteria apply.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:05:39.660172,7.069386000000000
rayyan-471934068,Simple machine learning allied with data-driven methods for monitoring tool wear in machining processes,exclude,"The abstract focuses on machine learning methods for tool wear monitoring in machining (Industry 4.0) and does not mention Digital Twins, nor any explainability, transparency, or human interaction aspects. It clearly fails IC1 and meets EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:05:43.653437,3.9912679999999998
rayyan-471934069,Using large-scale augmented floor surfaces for industrial applications and evaluation on perceived sizes,exclude,"The article focuses on large-scale display surfaces and human size perception in industrial visualization, with no mention of Digital Twins. It does not relate explainability or human interaction aspects within a Digital Twin context. Therefore, it clearly violates IC1 and falls under EC1 as unrelated to Digital Twins.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:05:48.897582,5.243191000000000
rayyan-471934070,Real-time discrete event simulation: a framework for an intelligent expert system approach utilising decision trees,maybe,"Digital Twin is not explicitly mentioned, but the paper proposes a real-time, sensor-driven discrete event simulation framework in manufacturing—an approach commonly aligned with Digital Twin concepts. It also emphasizes explainability and stakeholder understanding via regression/classification trees. Given potential DT relevance and the presence of explainability/human-centered aspects, it should not be excluded at Phase 1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:06:00.845493,11.946910000000001
rayyan-471934071,Field-synchronized Digital Twin framework for production scheduling with uncertainty,exclude,"Digital Twin is central to the proposed scheduling framework (IC1), but the article focuses on optimization, simulation, and prognostics (GA, DES, EPHM) with no mention of explainability, interpretability, transparency, or human interaction aspects. This aligns with EC2 (exclusively predictive/simulation within DT without XAI/human-related elements), thus it is excluded in Phase 1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:06:08.396593,7.550085000000000
rayyan-471934072,"Model-Based Feature Information Network (MFIN): A Digital Twin Framework to Integrate Location-Specific Material Behavior Within Component Design, Manufacturing, and Performance Analysis",maybe,"Digital Twin is central via the MFIN framework (IC1). The abstract emphasizes contextual metadata, lifecycle data access, and traceability, which may relate to transparency aspects, but it does not explicitly address explainability/XAI or human-centered interaction (IC2). No clear exclusion criteria apply. Given Phase 1’s high-recall rule, it warrants a 'maybe' for potential relevance to transparency.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:06:15.752021,7.35343900000000
rayyan-471934073,Pitfalls and protocols of data science in manufacturing practice,exclude,"The article focuses on data science frameworks and analytics for intelligent manufacturing without mentioning Digital Twins. It does not discuss explainability or human-interaction aspects in a Digital Twin context. Therefore, it clearly violates IC1 and meets EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:06:20.574375,4.822353000000000
rayyan-471934074,A multilayer multimodal detection and prediction model based on explainable artificial intelligence for Alzheimer’s disease,exclude,"EC1: The article is clearly unrelated to Digital Twins. It focuses on an explainable AI model for Alzheimer’s diagnosis and progression prediction, with no mention of Digital Twins in the title or abstract. While it addresses explainability and human-centered aspects, IC1 (Digital Twin relevance) is not satisfied.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:06:25.923954,5.347579000000000
rayyan-471934075,An Agent-Based Digital Twin for Exploring Localized Non-pharmaceutical Interventions to Control COVID-19 Pandemic,include,"IC1 is met: the paper explicitly develops a digital twin (agent-based simulation model) of a city. IC2 is met via human-centered aspects: it analyzes trade-offs between public health, citizen comfort, and economy; tailors interventions based on socio-economic and population characteristics; and uses the DT for policy decision support. It is not exclusively a predictive/simulation study without human-related considerations, so EC2 does not apply. English, peer-reviewed. High recall phase → include.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:06:32.382193,6.45621400000000
rayyan-471934076,"Artificial intelligence, cyber-threats and Industry 4.0: challenges and opportunities",exclude,"Fails IC1: the abstract does not mention or discuss Digital Twins. Also meets EC3: it is a survey (secondary study). Therefore, clearly outside Phase 1 scope.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:06:37.763196,5.3789780000000000
rayyan-471934077,Molecular function recognition by supervised projection pursuit machine learning,maybe,"The study explicitly uses digital twin molecular dynamics simulations paired with experiments, making Digital Twin relevant (IC1). It aims to identify mechanisms and generate working hypotheses via feature extraction and selection, suggesting interpretability/explainability aspects, though not explicitly framed as XAI (IC2 potential). Not a clear case for exclusion under EC2 since it goes beyond pure prediction/simulation. Given Phase 1 high recall, mark as maybe.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:06:47.981034,10.216316000000001
rayyan-471934078,“Chatty Devices” and edge-based activity classification,maybe,"The abstract does not explicitly mention Digital Twins, but it describes connecting products post-production to the manufacturing environment to enable continuous refinement and dynamic adaptation—concepts commonly associated with DT in manufacturing. It also references human-related aspects (user privacy, human–robot interaction). Given Phase 1’s high-recall aim, there is potential relevance to DT plus human-centered aspects, so it should not be excluded at this stage.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:06:58.161816,10.180783000000000
rayyan-471934079,Engineering ethical behaviors in autonomous industrial cyber-physical human systems,exclude,"Fails IC1: the article does not discuss Digital Twins as a relevant or central concept. It focuses on ethical controllers for autonomous industrial cyber-physical human systems and Industry 4.0, with no mention of Digital Twins. Therefore it clearly meets EC1 (unrelated to Digital Twins) despite addressing human/ethical aspects.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:07:06.417429,8.254580000000001
rayyan-471934080,Tool wear monitoring in roughing and finishing processes based on machine internal data,exclude,"EC1: The abstract focuses on a tool wear monitoring system within Industry 4.0/Internet of Production using machine internal data and sensor fusion, with no mention of Digital Twins. It does not discuss explainability or human interaction aspects in the context of Digital Twins. Therefore, it clearly fails IC1 and is excluded in Phase 1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:07:12.120546,5.700050000000000
rayyan-471934081,Artificial intelligence in product lifecycle management,exclude,"EC3: The article is a secondary study (a review of AI in PLM with a roadmap), which is excluded in Phase 1. Additionally, the abstract does not indicate Digital Twins or explainability/human-centered aspects, so IC1 is not clearly met.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:07:25.007299,12.884639000000000
rayyan-471934082,Execution of Knowledge-Intensive Processes by Utilizing Ontology-Based Reasoning,exclude,"Fails IC1: The article focuses on ontology-driven business process modeling and reasoning for knowledge-intensive processes, with no mention of Digital Twins. Despite human-AI aspects, there is no clear Digital Twin relevance, thus EC1 applies.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:07:31.201743,6.192439000000000
rayyan-471934083,Toward automated regulatory compliance,exclude,"The article focuses on AI-aided, model-driven automated regulatory compliance and does not mention Digital Twins. It presents technology infrastructure for compliance without any Digital Twin context or related explainability/human-interaction aspects in DTs. Thus, it clearly violates EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:07:39.909683,8.705905000000000
rayyan-471934084,A panoramic view and swot analysis of artificial intelligence for achieving the sustainable development goals by 2030: progress and prospects,exclude,"The article is a broad review and SWOT analysis of AI for Sustainable Development Goals with no mention of Digital Twins, failing IC1. Additionally, it is a secondary study (survey/review), meeting EC3. Therefore, it clearly violates Phase 1 criteria.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:07:47.049642,7.137959000000000
rayyan-471934085,A control architecture for continuous production processes based on industry 4.0: water supply systems application,exclude,"The abstract focuses on a holonic control architecture for continuous production processes in water supply systems and does not mention Digital Twins. There are also no references to explainability, interpretability, transparency, XAI, or human-centered interaction. It therefore fails IC1 and IC2, and is clearly unrelated to Digital Twins per EC1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:07:54.018006,6.966340000000000
rayyan-471934086,A structured literature review on the interplay between emerging technologies and COVID-19 – insights and directions to operations fields,exclude,"EC3: This is a structured literature review (secondary study), which is explicitly excluded. Additionally, the abstract does not clearly indicate Digital Twins or explainability/human-centered aspects, so it does not satisfy IC1/IC2.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:07:58.542515,4.5234759999999996
rayyan-471934087,Cyber-Physical Loops as Drivers of Value Creation in NDE 4.0,include,"Digital Twin is explicitly mentioned as part of the cyber-physical loops in NDE 4.0 (IC1). The abstract addresses human-centered/interaction aspects via stakeholders, value creation, data accessibility, and use cases (IC2b). No clear exclusion criteria apply.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:08:06.631328,8.087795000000000
rayyan-471934088,An artificial intelligence framework integrating longitudinal electronic health records with real-world data enables continuous pan-cancer prognostication,exclude,"The article focuses on an AI infrastructure (MEDomics) integrating EHR and real-world data for cancer prognostication and NLP-based continuous updates. It does not discuss Digital Twins as a concept, system, or framework, nor does it address explainability, transparency, or human-centered interaction in the context of Digital Twins. Therefore, it clearly violates EC1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:08:14.292258,7.659929000000000
rayyan-471934089,"Bio-inspired computation for big data fusion, storage, processing, learning and visualization: state of the art and future directions",exclude,"The article is a survey on bio-inspired computation for big data and does not mention or relate to Digital Twins (EC1). Additionally, it is a secondary study (survey), which is excluded in Phase 1 (EC3).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:08:18.482785,4.1895319999999998
rayyan-471934090,Surrogate model–based inverse parameter estimation in deep drawing using automatic knowledge acquisition,exclude,"The article focuses on surrogate/inverse modeling for parameter estimation in deep drawing and does not mention or frame the work in terms of Digital Twins. It also lacks any reference to explainability, transparency, or human-centered/interaction aspects. Therefore, it fails IC1 and IC2 and clearly meets EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:08:28.539620,10.054311999999999
rayyan-471934091,Distributed Event-Triggered Formation Control of USVs with Prescribed Performance,exclude,"The article focuses on formation control of USVs using prescribed performance control, event-triggered mechanisms, and neural networks. It does not mention Digital Twins or relate to explainability, transparency, or human interaction aspects. This clearly violates EC1 (unrelated to Digital Twins) and does not meet IC1 or IC2.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:08:31.497169,2.9575490000000002
rayyan-471934092,Event-Triggered Adaptive Neural Control for Multiagent Systems with Deferred State Constraints,exclude,"The article focuses on control theory for multiagent systems (event-triggered adaptive neural control, barrier Lyapunov functions) and does not mention or discuss Digital Twins. It clearly fails IC1 and is unrelated to Digital Twins (EC1).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:08:36.594110,5.096941000000000
rayyan-471934093,Assessing product quality from the production process logs,exclude,"The article focuses on process mining and quality assessment from production logs, with no mention or indication of Digital Twins. It does not discuss explainability or human interaction in the context of Digital Twins. Therefore, it clearly violates EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-03T19:08:39.005488,2.4093860000000000
