bibtex_id,title,decision,justification,model_name,prompt_version,execution_date,processing_time_seconds
rayyan-471934103,Interoperable Digital Building Twins Through Communicating Materials and Semantic BIM,exclude,"IC1: Satisfied. The abstract makes Digital Building Twins central, defining a DBT and positioning the project's contributions around DBTs. IC2: Not clearly satisfied. While the abstract mentions that Semantic Web technologies ""allow providing explainable decision-support,"" it does not explicitly describe any proposed, implemented, evaluated, or formally analyzed explainability/XAI mechanism within the DBT context (no method, architecture, or evaluation detail is provided). IC3: Not satisfied. The abstract does not explicitly define human roles (e.g., operator, analyst, decision-maker) nor does it describe human-in-the-loop/on-the-loop or human-centered interaction as part of the system. Per Phase 3 rules, any missing or ambiguous criterion requires exclusion; therefore, the article is excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:08:28.086405,8.282424211502075
rayyan-471934195,Developing DELPHI expert consensus rules for a digital twin model of acute stroke care in the neuro critical care unit,include,"IC1 satisfied: Digital twin is central and defining—explicit in the title and throughout the abstract; the study develops consensus rules specifically for a digital twin model in neurocritical care. IC2 satisfied: The abstract explicitly addresses interpretability within the digital twin context, contrasting associative AI with Delphi-derived digital twin AI and stating these are 'easily interpretable models' grounded in pathophysiology, indicating an explicit XAI/interpretability focus as part of the proposed approach. IC3 satisfied: Human-in-the-loop is explicitly incorporated into the system’s development architecture—18 neurocritical care experts participate via a structured Delphi process (Likert ratings, iterative refinement using expert comments) to generate consensus rules that will inform construction of the digital twin model; this clearly defines human roles (expert panel as decision-makers) and interaction mechanisms as part of the system’s architecture/evaluation. All criteria are explicitly supported in the abstract; therefore, include.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:08:38.935788,10.84634780883789
rayyan-471934200,Visual analytics for digital twins: a conceptual framework and case study,exclude,"IC1 satisfied: Digital Twin is unequivocally central—the paper proposes a conceptual visual analytics framework for digital twins (DTVA) and presents a DT-focused case study. IC3 satisfied: The abstract explicitly incorporates human-centered interaction through a human–machine interface (DTI), emphasizes integrating human domain experience and cognitive abilities, and positions humans as decision-makers. IC2 not satisfied: The abstract does not explicitly propose, implement, evaluate, or analyze explainability, interpretability, transparency, or XAI mechanisms within the digital twin context; terms such as explainability, interpretability, transparency, or XAI are absent, and the discussion of visual analytics, representation, and analytical reasoning does not constitute explicit XAI. Per the critical rule, because IC2 is missing, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:08:46.937799,7.9821696281433105
rayyan-471934273,A dynamic knowledge graph approach to distributed self-driving laboratories,exclude,"IC1 (Digital Twin central): Satisfied. The abstract explicitly states the architecture is developed within The World Avatar project, which seeks to create an all-encompassing digital twin based on a dynamic knowledge graph, making the digital twin a defining concept of the system. IC2 (Explainability/transparency/XAI in DT context): Satisfied. The abstract explicitly mentions recording data provenance to ensure FAIR principles, which is a clear transparency mechanism implemented within the digital twin/knowledge graph architecture. IC3 (Explicit human roles or human-in/on-the-loop): Not satisfied. The abstract does not explicitly define human roles (e.g., operator, decision-maker) nor does it describe human-in-the-loop or human-on-the-loop interaction mechanisms in the architecture or evaluation. The phrase ""autonomously evolves toward the scientist’s research goals"" is not an explicit role definition or interaction mechanism. Because IC3 is missing, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:08:54.046588,7.106766700744629
rayyan-471934388,Internet of robotic things with a local LoRa network for teleoperation of an agricultural mobile robot using a digital shadow,exclude,"IC1 satisfied: The digital shadow (a virtual representation mirroring the robot’s state and actions) is central to the teleoperation system, explicitly described as part of the architecture and used to update the robot’s path. IC3 satisfied: Human roles are explicitly defined; a remote operator supervises, monitors, and guides the robot via a GUI, indicating clear human-in-the-loop interaction. IC2 not satisfied: The abstract does not explicitly propose, implement, evaluate, or formally analyze explainability, interpretability, transparency, or XAI mechanisms within the digital twin context. References to situation awareness and visualization are present but not framed as explicit XAI/transparency methods. Per Phase 3 rules, any missing criterion requires exclusion.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:09:00.494292,6.445685148239136
rayyan-471934812,Constructing and evolving with the virtual self: exploration of digital twins and experiential living,exclude,"IC1: Satisfied. The abstract repeatedly centers on a 'digital twin avatar identity,' presents a six-step framework for creating and evolving a digital twin (VNCCII), and positions the digital twin as the core of the work. IC3: Satisfied. The abstract explicitly describes human roles and human-centered interaction, including the author's role as creator/performer, live broadcasts, musical performances, motion capture, and observational research on interactions among digital twins, humans, AI systems, and autonomous agents. IC2: Not satisfied. Although the abstract discusses trust, authenticity, sovereignty, data governance, and a verifiable 'proof of humanity,' it does not explicitly propose, implement, evaluate, or formally analyze explainability, interpretability, transparency, or XAI mechanisms within the digital twin context. No concrete explanation modules, interpretability analyses, transparent decision processes, or XAI techniques are described. Per the Phase 3 rule, any missing criterion requires exclusion. Therefore, the article is excluded due to failure to meet IC2.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:09:10.068417,9.572104215621948
rayyan-471934929,Digital human twins and the military metaverse: opportunities and challenges,exclude,"IC1: Satisfied. Digital Human Twins are the central focus, and the paper proposes an extended Digital Twin Capability Periodic Table specifically for DHTs. IC2: Not satisfied. While the abstract discusses trust, AI reliability, ethical oversight, and governance, it does not explicitly propose, implement, evaluate, or formally analyze explainability, interpretability, transparency, or XAI mechanisms within the digital twin context. No concrete XAI or transparency techniques are described. IC3: Satisfied. The abstract explicitly incorporates human-centered interaction by positioning DHTs as dynamic representations of military personnel supporting training, mission planning, operational decision-making, health monitoring, and human–machine teaming—demonstrating explicit human roles and interaction. Because IC2 is missing per the Phase 3 critical rule, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:09:24.727197,14.65778398513794
rayyan-471935107,A digital twin to promote and preserve the endangered volunteer geographic information,exclude,"IC1 (Digital Twin central): Satisfied. The title and abstract repeatedly center the work on a Digital Twin; the system is described as a DT-enabled GIS with defined DT modules (data enhancement, quality monitoring, simulations, diachronic analyses, archiving assistance) and a DT-focused architecture. IC2 (Explainability/interpretability/XAI within DT): Not satisfied. The abstract mentions 'tools for accessing and interpreting VGI,' but does not explicitly propose, implement, evaluate, or formally analyze explainability, interpretability, transparency, or XAI mechanisms in the DT. No clear XAI or transparency methods are described. IC3 (Explicit human roles/HITL): Not satisfied. While VGI contributors are referenced as data sources and preservation is discussed, the abstract does not explicitly define human roles (e.g., operator, analyst, decision-maker) or specify human-in-the-loop/on-the-loop interactions in the system architecture or evaluation. Per Phase 3 rules, any missing criterion mandates exclusion.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:09:35.304518,10.575687885284424
rayyan-471935220,Identification of digital twins to guide interpretable AI for diagnosis and prognosis in heart failure,exclude,"IC1 satisfied: Digital twins are central—mechanistic cardiovascular models were used to create patient-specific digital twins, and twin-derived features drive the analysis and modeling (also reflected in the title). IC2 satisfied: The work explicitly addresses interpretability within the digital twin context—unsupervised learning on twin-derived features identified interpretable phenogroups and mechanistic drivers, and the prognostic AI models are reported to have improved interpretability compared to clinical-variable-only baselines. IC3 not satisfied: The abstract/metadata does not explicitly define any human roles (e.g., clinician, operator, decision-maker) nor does it describe human-in-the-loop/on-the-loop or human-centered interaction in the system architecture or evaluation. Per Phase 3 rules, all criteria must be explicitly supported; because IC3 is missing, the article is excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:09:46.873252,11.55288028717041
rayyan-471935266,A digital twin model for grain enterprise financial shared service centers based on distributed deep learning and neural symbolic reasoning,exclude,"IC1: Satisfied. The abstract explicitly states it ""presents a comprehensive digital twin model for grain enterprise financial shared service centers,"" indicating Digital Twin is the central and defining concept with practical deployment across three centers. IC2: Satisfied. The work explicitly integrates explainability mechanisms within the DT context via a neural symbolic reasoning engine using knowledge graphs and rule-based inference for ""interpretable decision support."" IC3: Not satisfied. The abstract does not explicitly define any human roles (e.g., operator, analyst, decision-maker) nor does it state human-in-the-loop/on-the-loop or human-centered interaction in the system architecture or evaluation. Mentioning ""decision support"" and deployment outcomes without specifying human involvement is insufficient. As IC3 is not explicitly supported by the abstract/metadata, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:09:53.208604,6.329487562179565
rayyan-471935276,Towards Evolving Actor–Network Ontologies: Enabling Reflexive Digital Twins for Cultural Heritage,exclude,"IC1: Satisfied. The abstract explicitly positions Digital Twins as central, introducing EANO as a ""new paradigm for cultural digital twins"" and proposing a five-layer architecture tailored to that context. IC2: Satisfied. The abstract clearly states the approach provides a ""transparent and interpretable framework"" and embeds reflexivity and actor salience within the ontological model, with simulations illustrating transparency/interpretability in the Digital Twin context. IC3: Not satisfied. While it references negotiation among heterogeneous actors and scenarios like ""expert erosion,"" the abstract does not explicitly define human roles (e.g., operator, curator, decision-maker) nor does it specify human-in-the-loop/on-the-loop mechanisms or human-centered interaction within the architecture or evaluation. Given the Phase 3 requirement that all criteria be explicitly supported in the abstract/metadata, the absence of explicit human role or interaction definitions fails IC3. Therefore, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:10:00.758999,7.548334360122681
rayyan-471935277,Engineering-Oriented Explainable Machine Learning and Digital Twin Framework for Sustainable Dairy Production and Environmental Impact Optimisation,exclude,"IC1 satisfied: The abstract clearly positions Digital Twin as central, stating that predictive models are integrated into a digital twin platform providing real-time simulation, scenario testing, continuous optimization, and data-driven decision support. IC2 satisfied: The article explicitly incorporates explainability via SHAP-based methods within the proposed framework, and these models are integrated into the DT platform. IC3 not satisfied: The abstract does not explicitly define any human roles (e.g., farmer, operator, decision-maker) nor describe human-in-the-loop/on-the-loop or human-centered interaction in the system architecture or evaluation; mentions of 'decision-making' and 'decision support' lack explicit human role or interaction details. Under the Phase 3 rules, absence of explicit human interaction means the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:10:08.863768,8.103765964508057
rayyan-471935278,PINN-DT: Optimizing Energy Consumption in Smart Building Using Hybrid Physics-Informed Neural Networks and Digital Twin Framework with Blockchain Security,exclude,"IC1 satisfied: Digital Twin is central and defining. The title and abstract explicitly describe a Digital Twin framework and DRL agents trained using DT data as core components of the system. IC2 satisfied: The study explicitly integrates interpretability and transparency mechanisms within the DT-based framework—PINNs are used to ensure model interpretability and blockchain is used for secure, transparent communication—both presented as integral to the proposed DT-centered solution. IC3 not satisfied: The abstract does not explicitly define any human roles (e.g., operator, decision-maker, analyst) nor does it describe human-in-the-loop/on-the-loop mechanisms or human-centered interaction within the system architecture or evaluation. References to user preferences and a user comfort index do not constitute explicit human role definition or interaction mechanisms. Per Phase 3 rules, because IC3 is missing, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-03T23:10:20.394495,11.525729417800903
